SuccGrp	Spp	ac0	ac20	ac40	ac60	ac80	ac100	pGetTrans_ac0	pGetTrans_ac20	pGetTrans_ac40	pGetTrans_ac60	pGetTrans_ac80	pGetTrans_ac100	pMakeTrans_ac0	pMakeTrans_ac20	pMakeTrans_ac40	pMakeTrans_ac60	pMakeTrans_ac80	pMakeTrans_ac100
gRS20	 E	0	2	7.500000	8	8	31	0	0.020000	0.055000	0.005000	0	0.230000	0	0	0	0	0	0
gRS20	 EBb	0	11.500000	12.500000	14	11.700000	2.600000	0	0.115000	0.125000	0.015000	0.045000	0	0	0	1	0	0.485714	0.777778
gRS20	 EPe	1.600000	5.500000	6	8.900000	7	4	1.600000	0.055000	0.060000	0.064000	0.070000	0	0	1	1	0.583333	1	0.428571
gRS20	 EPg	0	0.300000	1	1.600000	1.600000	2.800000	0	0.003000	0.007000	0.006000	0	0.012000	0	0	0	0	0	0
gRS20	 ES	0	20	20	20	20	35	0	0.200000	0	0	0	0.150000	0	0	0	0	0	0
gRS20	 EMe	0	2	7.500000	8	8	31	0	0	0	0	0	0	0	0	0	0	0	0
gRS20	 Pg	3	0.700000	0.600000	0.600000	0.400000	0	3	0	0	0	0	0	0	0.766667	0.142857	0	0.333333	1
gRS20	 PgBb	0.300000	2	2.700000	2.700000	13	2.600000	0.300000	0.020000	0.027000	0.027000	0.127000	0	0	1	1	1	0.888889	0.800000
gRS20	 PgPe	7.700000	7.700000	7.700000	7.700000	6	0	7.700000	0	0	0	0	0	0	0	0	0	0.220779	1
gRS20	 PgE	77	8.700000	3	2	2	2	77	0	0	0	0	0	0	0.887013	0.655172	0.333333	0	0
gRS20	 S	5.500000	0.500000	0	0	0	0	5.500000	0	0	0	0	0	0	0.909091	1	0	0	0
gRS20	 SBb	0	8.600000	6	5.600000	4.600000	4.600000	0	0.086000	0	0	0	0	0	0	0.302326	0.066667	0.178571	0
gRS20	 SPe	0	11	4	1	1	1	0	0.110000	0	0	0	0	0	0	0.636364	0.750000	0	0
gRS20	 SE	0	3.500000	5.300000	2.100000	0	0	0	0.035000	0.053000	0.021000	0	0	0	0	1	1	1	0
gRS21	 Bb	0	0	0.300000	0.500000	0	0	0	0	0.003000	0.005000	0	0	0	0	0	1	1	0
gRS21	 BbPe	0.300000	6.500000	6.500000	7	10	6.100000	0.300000	0.062000	0	0.005000	0.084000	0	0	0	0	0	0.771429	0.390000
gRS21	 BbE	0	1.100000	9.600000	8	5	3	0	0.011000	0.096000	0	0	0	0	0	1	0.166667	0.375000	0.400000
gRS21	 BbPg	0	0	0.200000	1.200000	1.200000	0	0	0	0.002000	0.012000	0.012000	0	0	0	0	1	1	1
gRS21	 BbS	0	2	5.700000	2.300000	2.300000	0	0	0.020000	0.057000	0.023000	0.023000	0	0	0	1	1	1	1
gRS21	 Pe	0	0	0	0.200000	0	0	0	0	0	0.002000	0	0	0	0	0	0	1	0
gRS21	 PeBb	1.400000	7.200000	8.400000	12.800000	8.400000	6.200000	1.400000	0.058000	0.012000	0.044000	0	0	0	0	0	0	0.343750	0.261905
gRS21	 PeE	0.700000	0.700000	4.200000	4	3	2.700000	0.700000	0.007000	0.042000	0.029000	0.030000	0	0	1	1	0.738095	1	0.100000
gRS21	 PePg	0.400000	0.400000	0.400000	1	0.700000	0.700000	0.400000	0.004000	0.004000	0.010000	0.007000	0	0	1	1	1	1	0
gRS21	 PeS	0.100000	0.300000	0.300000	0.300000	0.600000	0	0.100000	0.003000	0.003000	0.003000	0.006000	0	0	1	1	1	1	1
gRS21	 E	0	2.400000	14	14	17	41.500000	0	0.024000	0.116000	0	0.030000	0.245000	0	0	0	0	0	0
gRS21	 EBb	0	7	14.200000	14	12.800000	10.500000	0	0.070000	0.088000	0	0	0	0	0	0.228571	0.014085	0.085714	0.179688
gRS21	 EPe	5	5	5	5	5	13.100000	5	0	0	0	0	0.081000	0	0	0	0	0	0
gRS21	 EPg	0	0.500000	1	3	3	0.400000	0	0.005000	0.010000	0.030000	0.030000	0	0	0	1	1	1	0.866667
gRS21	 ES	0	16	13.200000	6.500000	6.500000	4.600000	0	0.160000	0	0	0	0	0	0	0.175000	0.507576	0	0.292308
gRS21	 Pg	2.700000	0.500000	0.500000	0.500000	0.500000	0	2.700000	0.005000	0.005000	0.005000	0.005000	0	0	1	1	1	1	1
gRS21	 PgBb	0.200000	0.200000	0.800000	4.600000	6.900000	1.900000	0.200000	0.002000	0.008000	0.046000	0.069000	0	0	1	1	1	1	0.724638
gRS21	 PgPe	1.200000	1.600000	2	4	6.900000	3.100000	1.200000	0.004000	0.004000	0.020000	0.029000	0	0	0	0	0	0	0.550725
gRS21	 PgE	81.800000	32.300000	1.600000	1.600000	1.600000	1.600000	81.800000	0	0	0	0	0	0	0.605134	0.950464	0	0	0
gRS21	 S	5.500000	1.700000	0	0	0	0	5.500000	0	0	0	0	0	0	0.690909	1	0	0	0
gRS21	 SBb	0	8.500000	7.300000	6.500000	5.600000	1.600000	0	0.085000	0	0	0	0	0	0	0.141176	0.109589	0.138462	0.714286
gRS21	 SPe	0	4.200000	4.200000	2.700000	2.700000	2.700000	0	0.042000	0	0	0	0	0	0	0	0.357143	0	0
gRS21	 SE	0.700000	1.900000	0.600000	0.300000	0.300000	0.300000	0.700000	0.019000	0.006000	0.003000	0.003000	0	0	1	1	1	1	0
gRS22	 Bb	0	5	8	9.800000	8.300000	8.300000	0	0	0	0	0	0	0	0	0	0	0.153061	0
gRS22	 BbPe	0	2.200000	2.800000	2.800000	6	1.700000	0	0.022000	0.028000	0.028000	0.060000	0	0	0	1	1	1	0.716667
gRS22	 BbE	0	5	8	9.800000	8.300000	8.300000	0	0.050000	0.030000	0.018000	0	0	0	0	0	0	0.153061	0
gRS22	 BbPg	0	0	0	0.800000	2.700000	0	0	0	0	0	0	0	0	0	0	0	1	1
gRS22	 BbS	0	6.300000	7	3.300000	2.500000	0.700000	0	0.063000	0.070000	0.033000	0.025000	0	0	0	1	1	1	0.720000
gRS22	 Pe	0	2.300000	2.300000	4	1.700000	1.700000	0	0	0	0	0	0	0	0	1	1	1	0
gRS22	 PeBb	0	2.300000	2.300000	4	1.700000	1.700000	0	0.023000	0.023000	0.040000	0.017000	0	0	0	1	1	1	0
gRS22	 PeE	0	0	0.200000	2.700000	0	0	0	0	0.002000	0.027000	0	0	0	0	0	1	1	0
gRS22	 PePg	0.100000	0.100000	0.100000	1.200000	1.200000	0	0.100000	0	0	0	0	0	0	1	1	1	1	1
gRS22	 PeS	0	2.100000	2.100000	2.100000	2.100000	2.900000	0	0	0	0	0	0	0	0	0	0	0	0
gRS22	 E	0	8.700000	13	16.500000	33	49.500000	0	0.087000	0.043000	0.035000	0.165000	0.165000	0	0	0	0	0	0
gRS22	 EBb	0	17.500000	17.500000	15.800000	12	8.200000	0	0.175000	0	0	0	0	0	0	0	0.097143	0.240506	0.316667
gRS22	 EPe	0	2.100000	2.100000	6	8	8.200000	0	0.021000	0	0.039000	0.020000	0.002000	0	0	0	0	0	0
gRS22	 EPg	0	0.500000	0.500000	0.500000	1.600000	1	0	0.005000	0.005000	0.005000	0.016000	0	0	0	1	1	1	0.375000
gRS22	 ES	0	20.600000	29.200000	22	14	13	0	0.206000	0.086000	0	0	0	0	0	0	0.246575	0.363636	0.071429
gRS22	 EMe	0	0.200000	0.200000	0.200000	1.300000	1.300000	0	0.002000	0.002000	0.002000	0.013000	0	0	0	1	1	1	0
gRS22	 EC	0	0.100000	0.100000	0.300000	0.400000	0.200000	0	0.001000	0.001000	0.003000	0.004000	0	0	0	1	1	1	0.500000
gRS22	 Pg	0.300000	0.300000	0.300000	0.300000	0.300000	0	0.300000	0	0	0	0	0	0	0	0	0	0	1
gRS22	 PgBb	0	0	0	0.800000	2.700000	0	0	0	0	0.008000	0.027000	0	0	0	0	0	1	1
gRS22	 PgPe	0.100000	0.100000	0.100000	1.200000	1.200000	0	0.100000	0.001000	0.001000	0.012000	0.012000	0	0	1	1	1	1	1
gRS22	 PgE	83	20.800000	0.900000	0.900000	0.900000	0	83	0	0	0	0	0	0	0.749398	0.956731	0	0	1
gRS22	 S	16.600000	3.800000	0.200000	0.200000	0	0	16.600000	0	0	0	0	0	0	0.771084	0.947368	0	1	0
gRS22	 SBb	0	5.200000	11	8.800000	3.100000	0.800000	0	0.052000	0.106000	0	0	0	0	0	0.923077	0.200000	0.647727	0.741935
gRS22	 SPe	0	2.100000	2.100000	2.100000	2.100000	2.900000	0	0.021000	0	0	0	0.008000	0	0	0	0	0	0
gRS22	 SE	0	1.900000	2.200000	1.500000	0.600000	0.600000	0	0.019000	0.022000	0.015000	0.006000	0	0	0	1	1	1	0
gRS22	 SPg	16.600000	3.800000	0.200000	0.200000	0	0	16.600000	0	0	0	0	0	0	0.771084	0.947368	0	1	0
gRS22	 SC	0	0.300000	0.300000	0.300000	0.300000	1.900000	0	0	0	0	0	0	0	0	0	0	0	0
gRS22	 Me	0	0.200000	0.200000	0.200000	1.300000	1.300000	0	0	0	0	0	0	0	0	1	1	1	0
gRS22	 MeE	0	0.200000	0.200000	0.200000	1.300000	1.300000	0	0	0	0	0	0	0	0	1	1	1	0
gRS22	 CBb	0	0.300000	0.300000	0.300000	0.300000	1.900000	0	0	0	0	0	0	0	0	0	0	0	0
gRS22	 CE	0	0.300000	0.300000	0.300000	0.300000	1.900000	0	0	0	0	0	0	0	0	0	0	0	0
gRS22	 CS	0	0.300000	0.300000	0.300000	0.300000	1.900000	0	0.003000	0	0	0	0.016000	0	0	0	0	0	0
gRS25	 Bb	0	14.200000	14.200000	14.200000	14.200000	15	0	0	0	0	0	0	0	0	0	0	0	0
gRS25	 BbPe	0	14.200000	14.200000	14.200000	14.200000	15	0	0.142000	0	0	0	0.008000	0	0	0	0	0	0
gRS25	 BbE	0	0	8.500000	9.500000	10.600000	35	0	0	0.085000	0.010000	0.011000	0.244000	0	0	0	0	0	0
gRS25	 BbPg	0	0	0	3.800000	0	0	0	0	0	0.038000	0	0	0	0	0	0	1	0
gRS25	 BbS	0	3.500000	6.800000	6.800000	1.600000	0	0	0.035000	0.068000	0.001000	0.016000	0	0	0	1	0.014706	1.000000	1
gRS25	 Pe	1.400000	13	20	21	22	12.600000	1.400000	0	0	0	0	0	0	0	0	0	0	0.427273
gRS25	 PeBb	1.400000	13	20	21	22	12.600000	1.400000	0.116000	0.070000	0.010000	0.010000	0	0	0	0	0	0	0.427273
gRS25	 PeE	0	1	7.900000	11	9.400000	0	0	0.010000	0.069000	0.031000	0	0	0	0	0	0	0.145455	1
gRS25	 PePg	0	2.400000	2.400000	2.400000	7.200000	0	0	0	0	0	0	0	0	0	1	1	1	1
gRS25	 PeS	0	2	1.300000	1	1	1	0	0.020000	0	0	0	0	0	0	0.350000	0.230769	0	0
gRS25	 E	0	2	2	2	3	3	0	0.020000	0.020000	0.020000	0.030000	0	0	0	1	1	1	0
gRS25	 EBb	0	12	12	12	12	17.400000	0	0.120000	0	0	0	0.054000	0	0	0	0	0	0
gRS25	 EPe	0	1.500000	8.200000	8.200000	9.200000	10	0	0.015000	0.067000	0	0.010000	0.008000	0	0	0	0	0	0
gRS25	 EPg	0	2.400000	2.400000	2.400000	7.200000	0	0	0	0	0	0	0	0	0	1	1	1	1
gRS25	 ES	0	15	1.700000	0	0	0	0	0.150000	0	0	0	0	0	0	0.886667	1	0	0
gRS25	 Pg	0	3.600000	3.600000	3.600000	3.600000	0	0	0	0	0	0	0	0	0	0	0	0	1
gRS25	 PgBb	0	3.600000	3.600000	3.600000	3.600000	0	0	0.036000	0	0	0	0	0	0	0	0	0	1
gRS25	 PgPe	0	2.400000	2.400000	2.400000	7.200000	0	0	0.024000	0.024000	0.024000	0.072000	0	0	0	1	1	1	1
gRS25	 PgE	91.300000	29	0.100000	0.100000	0.100000	0	91.300000	0	0	0	0	0	0	0.682366	0.996552	0	0	1
gRS25	 S	7.300000	0.800000	0	0	0	0	7.300000	0	0	0	0	0	0	0.890411	1	0	0	0
gRS25	 SBb	0	0	11.300000	3.600000	3.600000	0	0	0	0.113000	0	0	0	0	0	0	0.681416	0	1
gRS25	 SPe	0	0	0	0.800000	2.500000	6	0	0	0	0.008000	0.017000	0.035000	0	0	0	0	0	0
gRS25	 SE	0	15	1.700000	0	0	0	0	0	0	0	0	0	0	0	0.886667	1	0	0
gRS2A	 C	0	0	100	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
gRS2A	 CS	0	0	0	100	0	0	0	0	0	1	0	0	0	0	0	0	1	0
gRC38	 BbPe	0	0	12	0	0	0	0	0	0.120000	0	0	0	0	0	0	1	0	0
gRC38	 BbPg	0	8.400000	8.400000	20	20	37.400000	0	0.084000	0	0.116000	0	0.174000	0	0	0	0	0	0
gRC38	 PePg	0	21.600000	21.600000	21.600000	21.600000	21.600000	0	0.216000	0	0	0	0	0	0	0	0	0	0
gRC38	 EPg	0	0	0	14.700000	19	0	0	0	0	0.147000	0.043000	0	0	0	0	0	0	1
gRC38	 Pg	0	0	0	14.700000	28.400000	0	0	0	0	0.147000	0.137000	0	0	0	0	0	0	1
gRC38	 PgBb	0	40	53	24	6.200000	6.200000	0	0.400000	0.130000	0	0	0	0	0	0	0.547170	0.741667	0
gRC38	 PgPe	0	0	0	0	0	30	0	0	0	0	0	0.300000	0	0	0	0	0	0
gRC38	 PgE	100	30	5	5	4.800000	4.800000	100	0	0	0	0	0	0	0.700000	0.833333	0	0.040000	0
gRC38	 PgS	0	0	0	14.700000	28.400000	0	0	0	0	0	0	0	0	0	0	0	0	1
